state,Office UUID,Office Name,Seat,Office Level,Office Role,Office Category,Body Name,Jurisdiction,Jurisdiction OCDID,OCDID,Electoral District,Person UUID,Official Name,Official Party,party,wnw,race,sex,level,include,state
NV,83dd3d7e-2090-4681-a135-7813206ce075,Las Vegas City Council Member,Ward 4,locality,,,,Las Vegas city,,ocd-division/country:us/state:nv/place:las_vegas/ward:4,Las Vegas City Council Ward 4,0394f41a-df82-45f5-b6c5-8ab3009bc753,Stavros S. Anthony,Nonpartisan,Independent,White,White,Male,City,1,NV
NV,b09b0e07-6b05-4401-9d66-ec7928f27d93,Las Vegas City Council Member,Ward 6,locality,,,,Las Vegas city,,ocd-division/country:us/state:nv/place:las_vegas/ward:6,Las Vegas City Council Ward 6,241dfe82-fc06-4842-a916-f80abd6c3a69,Michele Fiore,Nonpartisan,Independent,White,White,Female,City,1,NV
NV,e68f75f5-5a9b-486a-895f-eda374ae2b38,North Las Vegas City Council Member,Ward 2,locality,,,,North Las Vegas city,,ocd-division/country:us/state:nv/place:north_las_vegas/ward:2,North Las Vegas City Council Ward 2,9057c877-9220-416b-8dda-1893360b4a09,Pamela A. Goynes-Brown,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,NV
NV,8c14af95-84cd-45b0-bf6c-f0cac62a0735,North Las Vegas City Council Member,Ward 1,locality,,,,North Las Vegas city,,ocd-division/country:us/state:nv/place:north_las_vegas/ward:1,North Las Vegas City Council Ward 1,a9303a48-ec88-4f6d-a08a-c8554f5c9ea9,Isaac E. Barron,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,NV
NV,acfd45ef-7045-4d4a-a41b-6d1d6060f2b2,North Las Vegas City Council Member,Ward 4,locality,,,,North Las Vegas city,,ocd-division/country:us/state:nv/place:north_las_vegas/ward:4,North Las Vegas City Council Ward 4,4bfb3bde-c4f4-4f9e-9989-6e2ebf0ab378,Richard Cherchio,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,NV
NV,30a777f8-696a-4b0c-ad84-151bb5faf61e,North Las Vegas Mayor,,locality,,,,North Las Vegas city,,ocd-division/country:us/state:nv/place:north_las_vegas,North Las Vegas city,8dc4f7a3-7913-4922-8c4b-eebd474a2078,John J. Lee,Nonpartisan,Independent,White,White,Male,City,1,NV
NV,ae4bffe1-bb78-49a6-ba3b-c72af85196bc,North Las Vegas City Council Member,Ward 3,locality,,,,North Las Vegas city,,ocd-division/country:us/state:nv/place:north_las_vegas/ward:3,North Las Vegas City Council Ward 3,53052e23-11c9-4441-b1da-46ac0e6b0588,Scott Black,Nonpartisan,Independent,White,White,Male,City,1,NV
NV,1914192e-3aca-475f-8266-306fe0706b12,Reno City Council Member,Ward 3,locality,,,,Reno city,,ocd-division/country:us/state:nv/place:reno/ward:3,Reno City Council Ward 3,6af3c15c-c716-4e90-b674-5dc4662fe420,Oscar Delgado,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,NV
NV,3059b6ad-c11f-4060-af10-6ed3dc91e4b6,Reno City Attorney,,locality,,,,Reno city,,ocd-division/country:us/state:nv/place:reno,Reno city,6672ff32-ac08-4847-a56e-8abe6a717640,Karl Hall,Nonpartisan,Independent,White,White,Male,City,1,NV
NV,96605f77-ded2-4a34-b36e-48f23cf96615,Reno City Council Member,At-Large,locality,,,,Reno city,,ocd-division/country:us/state:nv/place:reno,Reno city,b8a1198b-5c40-435a-8ea1-7b3b09512c40,Devon Reese,Nonpartisan,Independent,White,White,Male,City,1,NV
NV,e978d6c4-bafa-45e0-b2fe-d518330339e1,Reno Mayor,,locality,,,,Reno city,,ocd-division/country:us/state:nv/place:reno,Reno city,9814dd5c-00bf-452a-91be-88086b7fade8,Hillary Schieve,Nonpartisan,Independent,White,White,Female,City,1,NV
NV,e0ae7555-ec7f-4764-b398-7d340178916d,Reno City Council Member,Ward 1,locality,,,,Reno city,,ocd-division/country:us/state:nv/place:reno/ward:1,Reno City Council Ward 1,8bdd9162-4768-45a7-a18d-56f08a259e60,Jenny Brekhus,Nonpartisan,Independent,White,White,Female,City,1,NV
NV,81af06ef-d46e-4ed8-a22f-b312ee5372b8,Reno City Council Member,Ward 2,locality,,,,Reno city,,ocd-division/country:us/state:nv/place:reno/ward:2,Reno City Council Ward 2,96c483f2-5f79-474e-bb13-aae39c2f2270,Naomi Duerr,Nonpartisan,Independent,White,White,Female,City,1,NV
NV,cc3186b5-ac9a-4327-8f3b-d5a29b4a25f9,Reno City Council Member,Ward 4,locality,,,,Reno city,,ocd-division/country:us/state:nv/place:reno/ward:4,Reno City Council Ward 4,ec14220b-d6f7-4357-a7fd-78b55ab3b34e,Bonnie Weber,Nonpartisan,Independent,White,White,Female,City,1,NV
NV,d3cdbc98-03bf-41b3-b3f1-2ad01f31da41,Reno City Council Member,Ward 5,locality,,,,Reno city,,ocd-division/country:us/state:nv/place:reno/ward:5,Reno City Council Ward 5,bdf56056-8879-41ce-b017-4e8e1ea6ff6e,Neoma Jardon,Nonpartisan,Independent,White,White,Female,City,1,NV
NY,c95b18b1-309f-4fe7-95b1-1301d3384c91,Buffalo City Comptroller,,locality,,,,Buffalo city,,ocd-division/country:us/state:ny/place:buffalo,Buffalo city,842f6bdd-064c-41b3-a449-3e68142451de,Barbara Miller-Williams,Democratic Party,Democratic Party,Non-White,Black or African American,Female,City,1,NY
NY,1b27416e-be9c-45c8-8056-1e3c3021dd1f,Buffalo Mayor,,locality,,,,Buffalo city,,ocd-division/country:us/state:ny/place:buffalo,Buffalo city,fe01d438-860f-4c08-890d-4f5467f808fb,Byron W. Brown,Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,NY
NY,2099c854-a583-4bff-ac00-bcc6d14bce18,Buffalo Common Council Member,District Ellicott,locality,,,,Buffalo city,,ocd-division/country:us/state:ny/place:buffalo/council_district:ellicott,Buffalo City Council Ellicott District,bdc5064d-88c0-4f9c-8a74-986ac740fe8c,Darius G. Pridgen,Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,NY
NY,b6fc9209-f350-43ad-a300-682169349dc2,Buffalo Common Council Member,District Masten,locality,,,,Buffalo city,,ocd-division/country:us/state:ny/place:buffalo/council_district:masten,Buffalo City Council Masten District,68d6cefd-2d04-4fa8-a3c2-5ec9a3174876,"Ulysees O. Wingo, Sr.",Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,NY
NY,7697b093-77dc-4318-b33b-95fee823128e,Buffalo Common Council Member,District University,locality,,,,Buffalo city,,ocd-division/country:us/state:ny/place:buffalo/council_district:university,Buffalo City Council University District,64e650a4-b9c0-4211-ad7d-670bfb52f64a,Rasheed N.C. Wyatt,Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,NY
NY,3cc3c8a4-8f29-445b-b8f9-25631be1ea3d,Buffalo Common Council Member,District Niagara,locality,,,,Buffalo city,,ocd-division/country:us/state:ny/place:buffalo/council_district:niagara,Buffalo City Council Niagra District,498a37b2-388d-450f-ac61-8e8f92252847,David A. Rivera,Democratic Party,Democratic Party,Non-White,Hispanic or Latino,Male,City,1,NY
NY,e6c955a4-a0cb-400b-9c00-cb9395f94333,Buffalo Common Council Member,District Delaware,locality,,,,Buffalo city,,ocd-division/country:us/state:ny/place:buffalo/council_district:delaware,Buffalo City Council Delaware District,231e56a6-fc33-42ca-9ac0-be1c49ef83f0,Joel P. Feroleto,Democratic Party,Democratic Party,White,White,Male,City,1,NY
NY,d5e95e84-13bd-46ea-8143-5c29b0004d5f,Buffalo Common Council Member,District Fillmore,locality,,,,Buffalo city,,ocd-division/country:us/state:ny/place:buffalo/council_district:fillmore,Buffalo City Council Fillmore District,c9630819-971c-41e9-8dda-b27c08441743,Mitch Nowakowski,Democratic Party,Democratic Party,White,White,Male,City,1,NY
NY,9dcd75b7-1d15-42be-825e-5985798e9c33,Buffalo Common Council Member,District Lovejoy,locality,,,,Buffalo city,,ocd-division/country:us/state:ny/place:buffalo/council_district:lovejoy,Buffalo City Council Lovejoy District,cee2171c-8579-498c-aad9-b093328e4161,Bryan Bollman,Democratic Party,Democratic Party,White,White,Male,City,1,NY
NY,90c274cb-5e53-449c-a79a-179a435506c1,Buffalo Common Council Member,District North,locality,,,,Buffalo city,,ocd-division/country:us/state:ny/place:buffalo/council_district:north,Buffalo City Council North District,16d30c19-ff52-434f-9166-f35091fc6ae9,"Joseph Golombek, Jr.",Democratic Party,Democratic Party,White,White,Male,City,1,NY
NY,2e130199-db65-4c3c-88bf-86731abc18b2,Buffalo Common Council Member,District South,locality,,,,Buffalo city,,ocd-division/country:us/state:ny/place:buffalo/council_district:south,Buffalo City Council South District,94a08605-33eb-4f5c-a61b-9b353ca05286,Christopher P. Scanlon,Democratic Party,Democratic Party,White,White,Male,City,1,NY
NY,217eca9c-7b31-49cc-a2f9-8b530484fe3e,New York City Council Member,District 1,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:1,New York City Council District 1,d19ecce3-06b8-48cb-9e8a-1a55e52605d0,Margaret S. Chin,Democratic Party,Democratic Party,Non-White,Asian American or Pacific Islander,Female,City,1,NY
NY,3d03f811-b88d-4f60-955e-05302006b161,New York City Council Member,District 16,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:16,New York City Council District 16,ba47fe00-1d17-4f6c-a90e-6dbfde1ecc3c,Vanessa L. Gibson,Democratic Party,Democratic Party,Non-White,Black or African American,Female,City,1,NY
NY,07db1440-e608-4947-9ae8-70c2b716152f,New York City Council Member,District 28,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:28,New York City Council District 28,1cf2eab7-20a9-47cd-875a-af4c33a640f0,Adrienne E. Adams,Democratic Party,Democratic Party,Non-White,Black or African American,Female,City,1,NY
NY,f8204ed1-a1e0-4580-a696-f41fa9064071,New York City Council Member,District 35,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:35,New York City Council District 35,5e8863d5-d295-418f-a25f-bd0b0bea147f,Laurie A. Cumbo,Democratic Party,Democratic Party,Non-White,Black or African American,Female,City,1,NY
NY,584bfeb0-8569-43b0-b618-3fbf7a17a31f,New York City Council Member,District 41,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:41,New York City Council District 41,2d17d26c-8e84-40e1-b8b7-e0aefb90a807,Alicka Ampry-Samuel,Democratic Party,Democratic Party,Non-White,Black or African American,Female,City,1,NY
NY,0e0dedb9-1f87-4846-a407-85984ccc2e27,New York City Council Member,District 42,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:42,New York City Council District 42,e563e928-24dd-4848-9839-e682dd245c76,Inez Barron,Democratic Party,Democratic Party,Non-White,Black or African American,Female,City,1,NY
NY,0fa749d3-965c-464e-8608-9f60eb1635dc,New York City Council Member,District 45,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:45,New York City Council District 45,c004658b-c6c0-4911-8204-8eefc29abe05,Farah N. Louis,Democratic Party,Democratic Party,Non-White,Black or African American,Female,City,1,NY
NY,1eda25bb-f8aa-48e1-849d-b6bf3c4bf375,New York City Council Member,District 49,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:49,New York City Council District 49,bfc6b1d0-9751-4882-86a2-aba69bf769a8,Deborah Rose,Democratic Party,Democratic Party,Non-White,Black or African American,Female,City,1,NY
NY,0d74bb84-9c42-45cf-998d-4e34917bbe19,New York City Council Member,District 2,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:2,New York City Council District 2,48ccaf9a-61cb-4835-8f8d-57ae5ec11a66,Carlina Rivera,Democratic Party,Democratic Party,Non-White,Hispanic or Latino,Female,City,1,NY
NY,f96a5644-b7f5-461b-8774-ec4773d6aed1,New York City Council Member,District 8,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:8,New York City Council District 8,a06e11f4-a3af-4163-9779-5879510bf05d,Diana Ayala,Democratic Party,Democratic Party,Non-White,Hispanic or Latino,Female,City,1,NY
NY,71fcb923-c91b-473b-99df-2304df0ef960,New York City Council Member,District 6,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:6,New York City Council District 6,151740b7-15e1-443c-a4c0-78f599d4b4e9,Helen Rosenthal,Democratic Party,Democratic Party,White,White,Female,City,1,NY
NY,e9a31915-e8a3-4ee6-a6e1-27dd6c6c1408,Manhattan Borough President,,administrativeArea2,headOfGovernment,County Executive,,New York County,,ocd-division/country:us/state:ny/county:new_york,New York County,f869abdc-1a3c-419c-9773-8bee3e0de013,Gale Brewer,Democratic Party,Democratic Party,White,White,Female,County,1,NY
NY,7f3b65af-06d1-449b-aff8-b44bf6821321,New York City Council Member,District 20,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:20,New York City Council District 20,a6a29830-3d70-4811-a13f-b3a7a56927ae,Peter Koo,Democratic Party,Democratic Party,Non-White,Asian American or Pacific Islander,Male,City,1,NY
NY,9ba9def5-fc6b-41c3-9d61-6c3f790b6a4f,New York Public Advocate,,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york,New York city,81483314-5bbd-4a20-9282-dede5e1f0d09,Jumaane D. Williams,Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,NY
NY,f220a0c9-3ad4-4526-91c1-f245c7023117,New York City Council Member,District 12,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:12,New York City Council District 12,10e57e79-fdad-4b70-8aef-df8d07635f5e,Andy King,Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,NY
NY,ad6dcf61-9ec2-443e-8863-98f222756cc9,New York City Council Member,District 15,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:15,New York City Council District 15,896a7b98-4f5e-417b-b14d-66f3baace2cf,Ritchie J. Torres,Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,NY
NY,2991cc75-ecb0-4d7a-94aa-f47df32d1cc5,New York City Council Member,District 27,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:27,New York City Council District 27,1a2f1ece-ec26-468f-9df4-ef7ebaf1661c,I. Daneek Miller,Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,NY
NY,304dc3b5-2ca9-455f-b325-10d1a6855fd6,New York City Council Member,District 31,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:31,New York City Council District 31,e638bde4-090a-41ac-9414-31685f1fb765,Donovan J. Richards,Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,NY
NY,4c952121-f763-4cfd-80be-9e72dfc6fa04,New York City Council Member,District 36,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:36,New York City Council District 36,0ed4b912-6198-4ed4-bb0a-5344d4ca4294,"Robert E. Cornegy, Jr.,",Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,NY
NY,4ec84da5-cea6-487e-90b4-ab55eebc9d62,New York City Council Member,District 40,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:40,New York City Council District 40,5d26675a-cd78-44c8-8990-9e3c22d3741f,Mathieu Eugene,Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,NY
NY,709e2808-3ea6-4d8c-8c9c-564b2489eef4,New York City Council Member,District 9,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:9,New York City Council District 9,0d64d2d8-7c42-4bcf-9acc-a765900f28ac,Bill Perkins,Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,NY
NY,4bb57d42-3f55-4937-a200-0a4f28902bc1,New York City Council Member,District 10,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:10,New York City Council District 10,4158f582-b51f-4319-85da-173056c276ea,Ydanis Rodriguez,Democratic Party,Democratic Party,Non-White,Hispanic or Latino,Male,City,1,NY
NY,0ceb44e6-275c-4f13-9edd-f20babbd55e6,New York City Council Member,District 14,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:14,New York City Council District 14,3790f4e5-b897-4883-a205-02332a33d4d4,Fernando Cabrera,Democratic Party,Democratic Party,Non-White,Hispanic or Latino,Male,City,1,NY
NY,3d059fa3-a0ce-45a9-89bd-0289fe2f3057,New York City Council Member,District 17,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:17,New York City Council District 17,5ce11c37-c916-460a-85da-b361526fc1c5,Rafael Salamanca Jr.,Democratic Party,Democratic Party,Non-White,Hispanic or Latino,Male,City,1,NY
NY,e23bf7f9-72bd-4075-80c1-b3f9a5ff2c9d,New York City Council Member,District 18,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:18,New York City Council District 18,e1d998d7-23a5-45f5-8b85-5c1b6aafbb20,Ruben Diaz Sr.,Democratic Party,Democratic Party,Non-White,Hispanic or Latino,Male,City,1,NY
NY,85a22229-699a-4d80-98d8-0b2a278bd7c6,New York City Council Member,District 21,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:21,New York City Council District 21,234ccb90-572e-4c33-b581-414caac3d49d,Francisco Moya,Democratic Party,Democratic Party,Non-White,Hispanic or Latino,Male,City,1,NY
NY,001a659b-64c6-410f-9354-09cf5b4a5953,New York City Council Member,District 38,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:38,New York City Council District 38,fe939fde-caa8-498d-9f7e-2ab7c63960cc,Carlos Menchaca,Democratic Party,Democratic Party,Non-White,Hispanic or Latino,Male,City,1,NY
NY,e14bd299-1f53-495b-8a75-9b4caff69e2b,New York City Council Member,District 34,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:34,New York City Council District 34,ae753c94-2b32-466c-8d5e-63b8a83b5c99,Antonio Reynoso,Democratic Party,Democratic Party,Non-White,Multiracial,Male,City,1,NY
NY,49e9be8c-06da-4cb8-9742-0f14a4a17936,New York City Comptroller,,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york,New York city,74dc0ab9-76ab-46de-bdb1-a10782284f0f,Scott M. Stringer,Democratic Party,Democratic Party,White,White,Male,City,1,NY
NY,aa41ec2a-d4b3-44d4-8982-fbf0a28d0749,New York Mayor,,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york,New York city,edc6b919-c61f-47e6-a8c2-b9e99900a1c9,Bill de Blasio,Democratic Party,Democratic Party,White,White,Male,City,1,NY
NY,c30e1478-aef0-451d-ba39-24a316e610ad,New York City Council Member,District 11,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:11,New York City Council District 11,7e71b48f-0764-4173-b321-cb12162f1236,Andrew Cohen,Democratic Party,Democratic Party,White,White,Male,City,1,NY
NY,fea7adb7-b8d3-447f-bb97-9f1c7467fefc,New York City Council Member,District 13,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:13,New York City Council District 13,8ce6bfa3-fba9-477d-b8ec-a11da7e850ae,Mark Gjonaj,Democratic Party,Democratic Party,White,White,Male,City,1,NY
NY,583990be-2fd0-49cb-b962-a3942b8cc45c,New York City Council Member,District 19,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:19,New York City Council District 19,609fa0a3-3900-4eba-a41f-faf16f9c0f8d,Paul Vallone,Democratic Party,Democratic Party,White,White,Male,City,1,NY
